class	run4.1	run4.10	run4.100	run4.101	run4.102	run4.103	run4.104	run4.105	run4.106	run4.107	run4.108	run4.109	run4.11	run4.110	run4.111	run4.112	run4.113	run4.114	run4.115	run4.116	run4.117	run4.118	run4.119	run4.12	run4.120	run4.121	run4.122	run4.123	run4.124	run4.125	run4.126	run4.127	run4.128	run4.129	run4.13	run4.130	run4.131	run4.132	run4.133	run4.134	run4.135	run4.136	run4.138	run4.139	run4.14	run4.140	run4.141	run4.142	run4.143	run4.144	run4.145	run4.146	run4.147	run4.148	run4.149	run4.15	run4.150	run4.151	run4.152	run4.153	run4.154	run4.155	run4.156	run4.157	run4.158	run4.159	run4.16	run4.160	run4.161	run4.162	run4.163	run4.164	run4.165	run4.166	run4.167	run4.168	run4.169	run4.17	run4.170	run4.171	run4.172	run4.173	run4.174	run4.176	run4.177	run4.178	run4.179	run4.18	run4.180	run4.181	run4.182	run4.183	run4.184	run4.185	run4.186	run4.187	run4.188	run4.189	run4.190	run4.191	run4.192	run4.193	run4.194	run4.195	run4.196	run4.197	run4.199	run4.2	run4.20	run4.200	run4.202	run4.203	run4.204	run4.205	run4.21	run4.22	run4.23	run4.24	run4.25	run4.26	run4.27	run4.28	run4.29	run4.3	run4.30	run4.31	run4.32	run4.33	run4.34	run4.35	run4.36	run4.37	run4.38	run4.39	run4.4	run4.40	run4.41	run4.42	run4.43	run4.44	run4.45	run4.46	run4.47	run4.48	run4.49	run4.5	run4.50	run4.51	run4.52	run4.53	run4.54	run4.55	run4.56	run4.57	run4.58	run4.59	run4.6	run4.60	run4.62	run4.63	run4.64	run4.65	run4.66	run4.67	run4.68	run4.69	run4.7	run4.70	run4.71	run4.72	run4.73	run4.74	run4.75	run4.76	run4.77	run4.78	run4.79	run4.8	run4.80	run4.81	run4.82	run4.83	run4.84	run4.85	run4.86	run4.87	run4.88	run4.89	run4.9	run4.90	run4.91	run4.92	run4.93	run4.94	run4.95	run4.96	run4.97	run4.98	run4.99	S10a	S11a	S13a	S14a	S15a	S16a	S17a	S18a	S19a	S1a	S20a	S21a	S22a	S23a	S24a	S25a	S26a	S27a	S2a	S3a	S45a	S46a	S47a	S48a	S49a	S4a	S50a	S51a	S5a	S6a	S7a	S8a	S9a
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.015333333	0.006	0.007333333	0.019333333	0.005333333	0.013333333	0.013333333	0.014666667	0.001333333	0.008666667	0.009333333	0.002	0.002	0.01	0.005333333	0.005333333	0.012666667	0.010666667	0.018666667	0.004666667	0.01	0.002666667	0.008666667	0.007333333	0.002666667	0.002	0.003333333	0	0.014	0.004	0.001333333	0.000666667	0.001333333	0.001333333	0.013333333	0.003333333	0.003333333	0.000666667	0.000666667	0	0	0	0	0.000666667	0.013333333	0	0	0.001333333	0.000666667	0.001333333	0.001333333	0.000666667	0.002	0.002666667	0.000666667	0.01	0	0.003333333	0.001333333	0	0	0.000666667	0.000666667	0	0	0.004666667	0.002666667	0	0.010666667	0.002	0.002666667	0.010666667	0.005333333	0.000666667	0.000666667	0.002	0.005333333	0.002	0.004666667	0.004	0.004	0.003333333	0.002666667	0.004	0.000666667	0.002	0.003333333	0.003333333	0.004	0.008	0.000666667	0.003333333	0.001333333	0.001333333	0.000666667	0.000666667	0.001333333	0.002666667	0	0.004666667	0.002	0.002	0.003333333	0.000666667	0.000666667	0.001333333	0.002666667	0.006666667	0.002	0.002	0.002666667	0.008	0.004	0.003333333	0.008666667	0.003333333	0.014	0.006	0.003333333	0.003333333	0.003333333	0.008	0.002666667	0.006	0.005333333	0.01	0.006666667	0.008	0.002	0.004666667	0.002666667	0.012	0.004666667	0.007333333	0.003333333	0.005333333	0.005333333	0.008	0.001333333	0.010666667	0.007333333	0.006666667	0.006666667	0.028	0.016666667	0.004666667	0.001333333	0.008666667	0.003333333	0.004666667	0.003333333	0.003333333	0.002666667	0.007333333	0.004	0.008666667	0.007333333	0.01	0.004	0.004	0.007333333	0.005333333	0.002	0.001333333	0.003333333	0.005333333	0.014	0.013333333	0.006666667	0.008	0.000666667	0.009333333	0.011333333	0.004666667	0.012666667	0.010666667	0.006	0.007333333	0.012	0.001333333	0.018	0.008666667	0.008666667	0.003333333	0.004	0.01	0.008	0.008	0.009333333	0.012666667	0.01	0.003333333	0.013333333	0.01	0.007333333	0.006	0.018666667	0.006	0.012	0.018666667	0.015333333	0.015333333	0.013333333	0.013333333	0.015333333	0.022	0.009333333	0.012666667	0.015333333	0.010666667	0.009333333	0.006666667	0.005333333	0.011333333	0.004	0.003333333	0.014	0.007333333	0.006	0.010666667	0.012666667	0.012666667	0.009333333	0.008666667	0.006666667	0.018666667	0.010666667	0.003333333	0.002666667	0.008	0.002	0.032
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.100666667	0.059333333	0.030666667	0.057333333	0.022	0.063333333	0.024	0.052666667	0.024666667	0.014	0.024	0.029333333	0.059333333	0.028666667	0.022	0.03	0.024666667	0.091333333	0.019333333	0.033333333	0.05	0.032666667	0.057333333	0.116666667	0.01	0.013333333	0.015333333	0.21	0.026666667	0.024	0.118666667	0.011333333	0.011333333	0.010666667	0.044666667	0.203333333	0.277333333	0.062	0.006666667	0.004666667	0.008666667	0.001333333	0.007333333	0.007333333	0.020666667	0.017333333	0.037333333	0.041333333	0.019333333	0.05	0.026666667	0.017333333	0.018	0.044666667	0.008	0.082	0.009333333	0.029333333	0.043333333	0.012	0.014	0.013333333	0.026666667	0.010666667	0.013333333	0.019333333	0.024666667	0.006666667	0.034666667	0.039333333	0.019333333	0.053333333	0.039333333	0.010666667	0.01	0.014	0.042666667	0.058666667	0.033333333	0.038666667	0.030666667	0.064	0.014	0.058	0.012666667	0.003333333	0.024	0.056666667	0.036666667	0.052	0.007333333	0.017333333	0.014	0.022666667	0.016	0.004	0.010666667	0.027333333	0.000666667	0.010666667	0.009333333	0.003333333	0.008	0	0.002	0.004666667	0.014666667	0.042666667	0.149333333	0.006666667	0.002666667	0.014666667	0.007333333	0.008	0.074666667	0.032	0.072	0.068666667	0.064666667	0.080666667	0.020666667	0.013333333	0.095333333	0.043333333	0.021333333	0.032666667	0.068	0.088666667	0.01	0.045333333	0.024	0.016	0.018	0.046666667	0.027333333	0.039333333	0.029333333	0.074666667	0.028	0.226	0.035333333	0.036	0.107333333	0.076	0.048	0.271333333	0.016	0.009333333	0.054	0.026	0.041333333	0.02	0.033333333	0.069333333	0.042	0.014	0.044666667	0.050666667	0.029333333	0.017333333	0.02	0.046666667	0.004666667	0.023333333	0.016666667	0.026	0.028	0.092666667	0.015333333	0.086666667	0.012	0.02	0.049333333	0.024	0.096	0.045333333	0.048666667	0.054666667	0.090666667	0.016	0.038	0.017333333	0.106	0.020666667	0.049333333	0.037333333	0.065333333	0.053333333	0.174	0.186	0.061333333	0.026666667	0.04	0.044666667	0.034	0.112	0.017333333	0.186666667	0.093333333	0.080666667	0.088666667	0.048	0.064	0.062	0.066	0.054666667	0.059333333	0.046666667	0.066	0.024	0.042	0.034666667	0.032	0.035333333	0.03	0.041333333	0.071333333	0.040666667	0.076666667	0.044	0.040666667	0.046666667	0.049333333	0.054666667	0.056	0.026	0.052	0.038666667	0.068666667	0.053333333	0.025333333	0.192
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.033333333	0.014	0.008	0.057333333	0.004666667	0.022	0.022666667	0.059333333	0.005333333	0.029333333	0.026666667	0.025333333	0.015333333	0.027333333	0.018666667	0.014	0.040666667	0.044	0.05	0.012666667	0.009333333	0.018666667	0.044666667	0.023333333	0.058666667	0.028	0.030666667	0.004	0.064	0.029333333	0.006666667	0.01	0.014666667	0.012	0.024666667	0.004	0.004666667	0.007333333	0.000666667	0.003333333	0.002666667	0.001333333	0.001333333	0.000666667	0.063333333	0.003333333	0.008666667	0.006	0.002666667	0.011333333	0.004666667	0.001333333	0.000666667	0.008666667	0.000666667	0.018	0.002	0.001333333	0.006	0.000666667	0	0.000666667	0.001333333	0.000666667	0.001333333	0	0.01	0	0.007333333	0.002	0.003333333	0.006	0.006666667	0.002666667	0.003333333	0.003333333	0.013333333	0.013333333	0.006666667	0.006	0.005333333	0.003333333	0.002666667	0.001333333	0.009333333	0.004	0.008	0.021333333	0.007333333	0.011333333	0.007333333	0.020666667	0.004666667	0.008666667	0.004666667	0.000666667	0.002	0.004	0.001333333	0.003333333	0.003333333	0	0.004	0.001333333	0	0.004666667	0.008666667	0.028	0.011333333	0.000666667	0.001333333	0.005333333	0.001333333	0.001333333	0.040666667	0.026	0.016666667	0.012	0.024666667	0.016	0.013333333	0.012	0.004	0.086	0.008666667	0.012666667	0.01	0.041333333	0.01	0.020666667	0.022	0.024666667	0.026	0.036	0.018	0.004	0.018	0.012666667	0.021333333	0.019333333	0.079333333	0.022666667	0.018666667	0.018	0.017333333	0.014666667	0.008666667	0.043333333	0.026666667	0.004	0.008	0.006666667	0.007333333	0.023333333	0.011333333	0.039333333	0.083333333	0.016	0.030666667	0.011333333	0.024666667	0.014	0.031333333	0.006	0.021333333	0.008	0.026666667	0.012666667	0.02	0.014666667	0.004	0.041333333	0.024	0.005333333	0.031333333	0.013333333	0.013333333	0.016666667	0.019333333	0.004666667	0.079333333	0.031333333	0.040666667	0.018	0.036666667	0.026	0.048	0.027333333	0.014	0.006666667	0.033333333	0.01	0.048666667	0.010666667	0.019333333	0.032	0.034	0.019333333	0.030666667	0.019333333	0.013333333	0.017333333	0.008	0.019333333	0.012	0.012666667	0.024	0.026666667	0.056666667	0.028	0.026	0.015333333	0.018666667	0.020666667	0.034666667	0.030666667	0.026	0.01	0.029333333	0.016666667	0.026	0.019333333	0.032666667	0.023333333	0.021333333	0.024666667	0.027333333	0.006666667	0.005333333	0.005333333	0.004666667	0.016666667
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0.001333333	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.061333333	0.048666667	0.028	0.074666667	0.023333333	0.049333333	0.032	0.030666667	0.032666667	0.024666667	0.027333333	0.061333333	0.066	0.039333333	0.008666667	0.014666667	0.048666667	0.09	0.047333333	0.039333333	0.032	0.049333333	0.084	0.076666667	0.01	0.010666667	0.008666667	0.003333333	0.028666667	0.011333333	0.004	0.002	0.004666667	0.004	0.038	0.004666667	0.002666667	0.001333333	0.004666667	0.002	0.002666667	0.000666667	0.001333333	0.000666667	0.022666667	0.004666667	0.007333333	0.007333333	0.002666667	0.019333333	0.006	0.003333333	0.005333333	0.014666667	0.004	0.078	0.002	0.008	0.012	0.000666667	0.006	0.008666667	0.006	0.004	0.004	0.017333333	0.032	0.002	0.042	0.014	0.014	0.031333333	0.019333333	0.011333333	0.010666667	0.006	0.021333333	0.061333333	0.012	0.019333333	0.015333333	0.024666667	0.006666667	0.006666667	0.010666667	0.01	0.012666667	0.058666667	0.013333333	0.031333333	0.008	0.022	0.007333333	0.014	0.009333333	0.001333333	0.006666667	0.006	0.001333333	0.027333333	0.017333333	0.006666667	0.028	0.004666667	0.002666667	0.004666667	0.021333333	0.039333333	0.014	0.013333333	0.000666667	0.019333333	0.011333333	0.023333333	0.024666667	0.01	0.058	0.010666667	0.040666667	0.058666667	0.018	0.028	0.006	0.018666667	0.014666667	0.011333333	0.050666667	0.049333333	0.036	0.064666667	0.080666667	0.033333333	0.034	0.056	0.059333333	0.052	0.028666667	0.023333333	0.058666667	0.054	0.030666667	0.031333333	0.040666667	0.132	0.079333333	0.017333333	0.025333333	0.04	0.05	0.014666667	0.031333333	0.01	0.033333333	0.053333333	0.017333333	0.026666667	0.020666667	0.055333333	0.039333333	0.025333333	0.026666667	0.037333333	0.016666667	0.018666667	0.021333333	0.027333333	0.04	0.063333333	0.032666667	0.058666667	0.016	0.05	0.082	0.02	0.032	0.067333333	0.040666667	0.053333333	0.034	0.018666667	0.017333333	0.023333333	0.094666667	0.018666667	0.052	0.030666667	0.024	0.066666667	0.035333333	0.072	0.115333333	0.020666667	0.029333333	0.039333333	0.066	0.013333333	0.007333333	0.024	0.028	0.021333333	0.026666667	0.046	0.036	0.035333333	0.04	0.034666667	0.042	0.042	0.054666667	0.05	0.052666667	0.021333333	0.032666667	0.036	0.032	0.032	0.046	0.021333333	0.027333333	0.038666667	0.041333333	0.022	0.024	0.017333333	0.022	0.018666667	0.022	0.009333333	0.018666667	0.027333333	0.011333333	0.016666667
k__Bacteria;p__Chlamydiae;c__Chlamydiia	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0.001333333	0	0	0	0.000666667	0
k__Bacteria;p__Chlorobi;c__BSV26	0	0	0	0	0	0	0	0.001333333	0	0	0	0	0	0.000666667	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001333333	0	0.000666667	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0.001333333	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0.000666667	0	0	0.000666667	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0.003333333	0	0	0	0	0.002666667	0.000666667	0	0.002666667	0	0.000666667	0	0	0	0	0.000666667	0	0.000666667
k__Bacteria;p__Chlorobi;c__Ignavibacteria	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0.001333333	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0.000666667	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0.000666667	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001333333	0	0	0	0	0	0	0	0	0	0.000666667	0
k__Bacteria;p__Chlorobi;c__OPB56	0.001333333	0.004	0.000666667	0.001333333	0.002	0	0.002	0.004	0.004	0.000666667	0	0.024	0.015333333	0.001333333	0.002666667	0.001333333	0.001333333	0	0.000666667	0.019333333	0	0.02	0.001333333	0.002666667	0	0	0	0	0	0.002	0	0	0	0.000666667	0.002	0	0	0	0.001333333	0.000666667	0	0	0	0	0.004666667	0.000666667	0.000666667	0	0	0.000666667	0	0	0	0.000666667	0	0.007333333	0	0	0.000666667	0	0.000666667	0	0	0	0	0	0.04	0.000666667	0.002666667	0.000666667	0.000666667	0	0.000666667	0.000666667	0	0	0.004666667	0.008666667	0	0.002666667	0	0	0	0.003333333	0.001333333	0.000666667	0.000666667	0.000666667	0	0.002	0.000666667	0.01	0	0.005333333	0	0	0	0.000666667	0	0	0	0.002666667	0.000666667	0	0	0.000666667	0.001333333	0.001333333	0	0	0	0	0.000666667	0.000666667	0.006	0.000666667	0	0.000666667	0.012	0	0.004	0.004	0	0.003333333	0.002666667	0.034	0.000666667	0.010666667	0.007333333	0.014	0.005333333	0.014	0.038666667	0.002666667	0.008666667	0.008666667	0.019333333	0	0.008	0.000666667	0.002666667	0.056666667	0.005333333	0.004666667	0.004	0.000666667	0.001333333	0	0.011333333	0.001333333	0.012666667	0.01	0.02	0.006666667	0.000666667	0	0.006	0.008666667	0.000666667	0.003333333	0.001333333	0.032666667	0.003333333	0.090666667	0.003333333	0.002666667	0.004	0	0.006	0	0.006666667	0.001333333	0	0.001333333	0	0	0	0.002666667	0	0.000666667	0.001333333	0	0	0	0	0.004666667	0.002	0	0	0	0	0	0.002666667	0	0.031333333	0	0	0.000666667	0	0.022	0.004666667	0.006	0.001333333	0.003333333	0.001333333	0.001333333	0	0.003333333	0.002	0.016	0.016666667	0.017333333	0.014666667	0.018	0.013333333	0.020666667	0.016	0	0.001333333	0.012	0.016	0.006	0.008	0.002	0.000666667	0.006666667	0.004666667	0.001333333	0.000666667	0.005333333	0	0.033333333
k__Bacteria;p__Chlorobi;c__SJA-28	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae	0	0	0.002	0	0	0	0	0.002	0	0.002	0	0.002666667	0	0	0.000666667	0	0	0.002	0	0.000666667	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0.000666667	0	0	0.000666667	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0.000666667	0	0.000666667	0	0	0	0	0.001333333	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0.001333333	0	0	0	0.000666667	0	0.000666667	0	0	0.000666667	0	0.000666667	0	0	0	0.000666667	0.000666667	0.000666667	0	0	0.000666667	0	0.000666667	0	0	0	0	0	0	0.000666667	0.002666667	0	0	0.001333333	0	0.000666667	0	0.002666667	0.000666667	0	0	0	0	0	0	0.002666667	0.000666667	0.000666667	0	0	0	0	0	0	0	0.000666667	0	0	0.004	0	0	0	0.001333333	0.003333333	0.000666667	0	0	0	0	0.004	0	0.002	0	0	0	0.000666667	0	0	0	0.000666667	0	0	0	0.000666667	0	0	0.003333333	0.002	0.001333333	0	0.000666667	0.001333333	0	0	0	0.000666667	0.000666667	0	0	0.000666667	0	0.001333333	0	0.002	0.001333333	0	0	0.000666667	0.002666667
k__Bacteria;p__Chloroflexi;c__Chloroflexi	0.004	0.003333333	0.007333333	0.016666667	0.004	0.001333333	0.004666667	0.005333333	0.012666667	0.007333333	0.01	0.012	0.01	0.008666667	0.003333333	0.002666667	0.014	0.014666667	0.012666667	0.006	0.001333333	0.016666667	0.007333333	0.004666667	0.002666667	0.002666667	0.003333333	0.000666667	0.009333333	0.000666667	0	0	0	0.001333333	0.007333333	0	0	0.001333333	0	0.000666667	0.000666667	0	0	0	0.030666667	0	0	0.000666667	0	0	0.000666667	0	0	0.000666667	0.000666667	0.002666667	0	0.000666667	0.001333333	0	0.000666667	0	0	0.000666667	0.000666667	0.001333333	0.014	0	0.003333333	0.000666667	0	0.006	0	0.000666667	0.004	0	0.004666667	0.006666667	0.002	0	0.004	0.003333333	0.006	0.002666667	0.001333333	0.000666667	0.001333333	0.008	0.004	0.002	0.000666667	0	0.002666667	0.002666667	0.000666667	0	0	0.000666667	0	0.006666667	0.006666667	0.005333333	0.003333333	0.003333333	0.005333333	0.001333333	0.008666667	0.014666667	0.001333333	0.01	0.004666667	0.006	0.007333333	0.013333333	0.006666667	0.011333333	0.006	0.001333333	0.012666667	0.004	0.004666667	0.010666667	0.001333333	0.013333333	0.008	0.006666667	0.000666667	0.010666667	0.01	0.028	0.011333333	0.015333333	0.032	0.002666667	0.016	0.008	0.008666667	0	0.016666667	0.004666667	0.019333333	0.019333333	0.002	0.003333333	0.006	0.002666667	0.011333333	0.008666667	0.02	0.008	0.006	0.001333333	0.002666667	0.004	0.004	0.008	0.019333333	0.002	0.010666667	0.009333333	0.004	0.006	0.002	0.006	0.000666667	0.005333333	0.009333333	0	0.002666667	0.000666667	0.006	0.008	0.01	0.008666667	0.001333333	0.006666667	0.002666667	0.01	0.000666667	0.006666667	0.024	0.01	0.006666667	0.004666667	0.005333333	0.001333333	0.004666667	0.002666667	0.002	0.000666667	0.011333333	0.009333333	0.01	0.000666667	0.005333333	0.002	0.010666667	0.002666667	0.002666667	0.000666667	0.005333333	0.001333333	0.000666667	0.007333333	0.002	0.002	0.009333333	0.016666667	0.003333333	0.01	0.008666667	0.003333333	0.002666667	0.003333333	0.002666667	0	0.000666667	0.000666667	0.002	0.003333333	0.000666667	0.002666667	0.002	0.002	0.004	0.000666667	0	0.000666667	0.004666667	0.002	0.000666667	0.006
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ellin6529	0.000666667	0.000666667	0	0	0	0	0	0.000666667	0	0.000666667	0	0	0.000666667	0	0	0	0.000666667	0.000666667	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0.001333333	0	0	0.001333333	0	0	0.000666667	0	0	0	0	0	0.000666667	0	0	0	0	0.001333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0.002666667	0	0.000666667	0	0.000666667	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.000666667	0	0	0	0.001333333	0	0	0	0	0.002666667	0	0	0	0	0	0	0.000666667	0.000666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666667	0	0	0.002666667	0	0	0	0	0.002	0	0	0	0	0	0	0.000666667	0	0.000666667	0	0	0
