sample	Accession	collection_date	depth_m	Stratification	season	Layer	seq_shape	year	av_depth	secchi_m	pH	Alk_mekw_per_L	Cond_mS_per_m	Col_mgPt_per_L	turbidity_FNU_EV26	TotP_ug_per_L	NH4_ug_per_L	NO2andNO3_ug_per_L	PN_ug_per_L	TotN_ug_per_L	Si_ug_per_L	Temp_C	Chla_ug_per_L	PP_ug_per_L	SPOM_mg_per_L	O2pcnt	SPM_mg_per_L	MRP_per_PO4P_ug_per_L	NO2_ug_per_L	NO3_ug_per_L	Abs_per_ofiltrerat_per__420_per_nm_per_5cm	Abs_per_filtrerad_per__420_per_nm_per_5cm	O2_mg_L	LD12	acI	C111	Comamonadaceae	limnohab	flavo	luteo	Alcaligenaceae	polynuc	Chitinophagaceae	Ralstonia	Sphingomonas	synechococcus	nostocaceae	microcystis	haptophyceae	cryptophyta	streptphyt	stramenopiles	phytos
run4.116	ERS1884071	6/9/11	Oct-14	summer strat.	meta	meta	4	2011	17	2.6	8.02	1.87	28	17.5	1.55	45	62	8.5	16	626	831	17.34	0	6	0.8	43.72	1.8	30	0.6	7.9	NA	NA	4.178	4.4	29.4666667	8.5333333	2.9333333	0.4666667	0.0666667	0.2	0.0666667	0.1333333	2.9333333	0	0	2.6	0.2	0.0666667	0	1	0	1.7333333	6.9333333
S45a	SRA	1/10/08	0-20	circulation	autumn	mix-C	1	2008	10	3.8	7.95	1.73371	27.6	12.5	1.46	45	16	9	47.2414	658	476	11.8	2.15803	5.93103	0.9	84	2.4	26	0.1	8.9	0.058	0.032	NA	3.5333333	36.4666667	8.2666667	2.9333333	0.7333333	0.4	0.4	0.2	0.0666667	2.7333333	0	0.0666667	3.2666667	0.2	3.0666667	0	0.4666667	0	0.8	8
run4.103	ERS1884058	10/4/12	0-20	circulation	spring	mix-C	4	2012	10	2	8.09	1.834919084	27.3	15	1.93	46.8	8.4	64.9	77.10344828	721	1693.156	1.79	19.152114	19.48137931	2.3	77.97	4.8	16.6	0.8	64.1	NA	NA	11.07	12.6666667	33.8666667	5.2	2.8	0.2	0.7333333	0.2666667	0.2666667	0.6	5.6	0	0.0666667	3.7333333	1.1333333	0	0	4.0666667	0	0.2	11.4666667
S25a	SRA	10/9/08	0-20	circulation	autumn	mix-C	1	2008	10	2.6	8.07	1.71307	27.5	12.5	2.3	41	8	2	62.5517	627	188	14.6	9.11577	11.4483	1.7	88	4.4	10	0.1	1.9	0.067	0.03	NA	5	23.5333333	5.4666667	5.6666667	1.4	0.6	0.0666667	0.4	0.0666667	5.8	0	0.2	5.8666667	0.7333333	8.4	0	1.2	0	4.9333333	21.6666667
run4.67	ERS1884218	11/9/12	0-20	circulation	autumn	mix-C	4	2012	10	3	8.13	1.68401194	27	20	2.1	68.27	16.6	22.06	86.93793103	661.142	272.024	3.9	12.9422165	9.465517241	1.9	29.4	4.4	46.22	5.74	16.32	NA	NA	3.715	2.9333333	30.4666667	6.1333333	2.9333333	0.6666667	1.4666667	0.3333333	0.2666667	0.3333333	5.0666667	0	0.0666667	3.6666667	0.3333333	18.4666667	0.0666667	4.5333333	0	1.0666667	28.6666667
run4.80	ERS1884233	12/6/12	0-20	circulation	spring	mix-C	4	2012	10	5	7.74	1.780410811	27	17.5	0.9	15.86	6.371	1.584	45.34413793	548.047	410.944	1.785	1.421541	5.826689655	0.5	76.51	1.3	8.37	0.067	1.517	NA	NA	10.7815	2.9333333	36.5333333	2.9333333	2.3333333	0.1333333	0.4	0.1333333	0.0666667	0.0666667	2.3333333	0	0.0666667	8.2	7.1333333	0.6	0	2.2	0	1.2	20.0666667
S20a	SRA	12/8/08	0-20	circulation	autumn	mix-C	1	2008	10	3.5	7.91	1.7407	27.3	7.5	2.3	34	41	20	108.345	924	1408	18.3	9.09533	13.931	1.8	89	3.4	10	4	16	0.061	0.035	NA	5.4	44.8	8.4666667	3	0.4666667	3.3333333	0	0.3333333	0.8	2.2666667	0	0	3.9333333	0.3333333	0	0.0666667	6.5333333	0	0.2666667	11.3333333
run4.60	ERS1884211	12/10/11	0-20	circulation	autumn	mix-C	4	2011	10	3.5	8.04	1.91	27.3	12.5	1.03	64	4	83	25	700	1208	2.46	3.1	6	0.6	87.735	1.8	50	0.5	82.5	NA	NA	12.155	4.4	20.7333333	7	4.4666667	1.2666667	0.8	0.0666667	0.4666667	0.3333333	5.5333333	0	0	6.7333333	1.4666667	8.8	0	1.8666667	0	9	28.2666667
run4.3	ERS1884188	12/11/14	0-20	circulation	autumn	mix-C	4	2014	10	4.5	7.92	1.806325581	27.4	20	1.2	48.95	9.9383	140.62	21.43448276	852.42	2139.52	3.025	1.12941	4.089655172	0.7	82.09444444	2.9	32.46	NA	NA	0.051	0.038	11.09611111	0.4666667	30.8	4.2	18.8666667	2.1333333	19.6	0.8666667	0.3333333	0.5333333	5.2666667	0	0	0.2666667	0	0	0	1.6666667	0	3.2666667	5.2666667
run4.107	ERS1884062	13/11/12	0-20	circulation	autumn	mix-C	4	2012	10	4	7.81	1.710381609	27.3	17.5	1.87	47.55	7.408	95.34	75.212	649.833	1163.952	2.26	2.128257	2.291034483	0.6	75.53	1.5	37.12	NA	NA	NA	NA	10.455	2.5333333	12.9333333	9.8	6.3333333	1.8	0.5333333	0	0.6666667	0.9333333	3	0	0.2	0.1333333	0.0666667	2.4666667	0	2.2	0.0666667	0.6666667	5.8666667
run4.93	ERS1884247	13/12/11	0-20	circulation	autumn	mix-C	4	2011	10	5.9	7.9	1.78	27.1	12.5	0.83	54	3	145	11	661	2112	2.01	0.77	2	0.4	86.31	0.7	45	0.4	144.6	NA	NA	12.1215	2.4666667	31.3333333	5.6666667	2.3333333	0.3333333	0.6666667	0.2666667	0.1333333	0.1333333	2.5333333	0	0	5.2	3.8666667	0.3333333	0	1.7333333	0	1.3333333	13.3333333
S7a	SRA	14/4/08	0-20	circulation	spring	mix-C	1	2008	10	3.83	8.01	1.67974	28.2	15	1.39	19	5	0.2	54.4138	590	32	3.8	5.64929	8.13793	1	87	1.4	3	0.1	0.1	0.053	0.05	NA	5	47.2666667	4.6	2.4666667	0.6	3.3333333	0	0.1333333	0.4	3.8	0	0	3.1333333	0.6	0.6	0	2.9333333	0	0.6666667	8.0666667
run4.44	ERS1884193	14/4/15	0-20	circulation	spring	mix-C	4	2015	10	3.5	8.28	1.767604858	26.2	22.5	1.28	15.28	-0.0097	-0.59	45.799	625.54	1063.87	NA	3.4956	7.922068966	0.8	NA	1.9	0.9	NA	NA	0.062	0.048	NA	1.6666667	20.9333333	4.8	14.9333333	1.0666667	3.6666667	0.0666667	0.4	0.3333333	13.2	0	0	1.1333333	0.2	0.3333333	0.0666667	2.2666667	0	4.2	8.6
S47a	SRA	14/10/08	0-20	circulation	autumn	mix-C	1	2008	10	4.8	7.96	1.77683	26.8	12.5	1.12	40	39	30	40.8966	667	812	8.6	1.63236	4.75862	0.7	89	1.7	24	2	28	0.051	0.035	NA	9.7333333	31.3333333	7.4	3.7333333	0.4	0.8666667	0.0666667	0.1333333	0.2	7.7333333	0	0	3.0666667	2.5333333	0.6	0.1333333	2.2	0	0.6666667	9.4666667
run4.33	ERS1884181	14/10/14	0-20	circulation	autumn	mix-C	4	2014	10	4	7.73	1.889862295	26.8	15	1.15	45.43	7.0186	100.96	36.796	767.38	1590.94	3.105	1.84752	4.070344828	0.6	73.26111111	1.9	36.11	NA	NA	0.056	0.042	9.921111111	0.3333333	7.8666667	3.0666667	9.4	1.2	25.8666667	0.0666667	0.2	0.2	1.6666667	0	0	0.3333333	0.0666667	0	0.0666667	1.7333333	0	37	39.2666667
run4.90	ERS1884244	15/5/12	0-20	circulation	spring	mix-C	4	2012	10	3.5	7.92	1.76295	27.2	20	1.62	16.1	7	-0.03	48.75862069	590	148.012	1.755	3.53675	6.696551724	1	77.785	2.8	2.2	0.2	-0.23	NA	NA	11.016	6.0666667	49.0666667	4.8	1.5333333	0.2	0.9333333	0	0.0666667	0.2	2.4666667	0	0	0.6	0.9333333	3.7333333	0	0.2666667	0	14.8	20.4666667
run4.88	ERS1884241	15/11/11	0-20	circulation	autumn	mix-C	4	2011	10	5	7.91	1.78	27.3	17.5	0.88	60	15	122	23	661	1864	2.225	1.19	3	0.8	87.22	1.8	49	0.8	121.2	NA	NA	12.173	7.1333333	30.9333333	13.0666667	3.2666667	1	0.3333333	0	0.7333333	0.8666667	3.7333333	0	0.2666667	0.0666667	0	0.1333333	0	1.8666667	0	0.6	3.2666667
S26a	SRA	16/9/08	0-20	circulation	autumn	mix-C	1	2008	10	3.9	8	1.77311	27.6	12.5	1.53	40	10	3	45.0345	689	176	13.6	4.35432	7.51724	1.1	80	2.6	18	2	1	0.062	0.03	NA	2.8666667	32.5333333	5	3.8	0.7333333	0.6666667	0	0	0	4.6666667	0	0.1333333	1.4666667	0.6666667	1.3333333	0.0666667	4.2666667	0	11.3333333	19.6666667
run4.24	ERS1884171	17/3/15	0-20	circulation	spring	mix-C	4	2015	10	3.2	7.84	1.769863529	27.2	20	1.09	37.83	2.9003	162.17	68.868	784.85	2562.94	NA	11.82951	16.92758621	1.2	NA	2	14	NA	NA	0.071	0.051	NA	4.1333333	48.1333333	4.6	2.7333333	0.5333333	1.0666667	0.2	0	0	1.3333333	0	0.1333333	1.1333333	0.4666667	2.1333333	0	1	0	13.4666667	18.8
run4.68	ERS1884219	17/4/12	0-18	circulation	spring	mix-C	4	2012	9	2	7.98	1.924504615	26.9	20	2.2	39	4.4	-0.3	103.9310345	704	954.7	1.78	17.04515175	23.17241379	2.6	77.97	5.7	7.6	0.1	-0.4	NA	NA	11.0635	3.1333333	55.8	5.0666667	3.6	0.3333333	0.5333333	0.0666667	0.1333333	0	2.8666667	0	0.0666667	2.2	0.4666667	1	0	2.9333333	0	3.6666667	10.3333333
run4.64	ERS1884215	17/10/12	0-20	circulation	autumn	mix-C	4	2012	10	3.1	7.98	1.766016	27	17.5	1.45	49.7	16.963	39.296	45.68758621	662.805	790.556	2.255	2.851932	5.587793103	0.7	71.91	2.2	37.38	6.689	32.607	NA	NA	9.9465	1.8	29.5333333	4.8	2.2666667	0.4666667	0.6	0	0.4	0.0666667	0.6	0	0.0666667	0.1333333	0.4666667	14.2666667	0	0.7333333	0	29.5333333	45.6
S23a	SRA	19/8/08	0-20	circulation	autumn	mix-C	1	2008	10	3.25	8.04	1.60339	27.2	10	2.3	37	8	3	90.6207	751	876	17.9	10.8164	12.6897	2.2	94	4.1	15	1	2	0.079	0.031	NA	4.8	39.7333333	8.3333333	6.0666667	1.4	0.1333333	0	0.2666667	0.1333333	3.0666667	0	0.1333333	6.0666667	0.8666667	1.6666667	0	2.0666667	0	2	12.8666667
run4.55	ERS1884205	19/9/12	0-20	circulation	autumn	mix-C	4	2012	10	2.5	8.14	1.734679848	26.9	17.5	2.3	56.32	20.83	5.501	82.26896552	644.7	196.6	2.265	11.127644	13.68275862	1.9	66.705	4.5	36.87	1.992	3.509	NA	NA	9.161	7.6666667	28	13.2666667	3.9333333	0.9333333	1	0	0.1333333	0.0666667	5.2	0	0.1333333	1.2	0.0666667	2.2	0.2666667	7.3333333	0	0.6	11.8666667
run4.89	ERS1884242	2/5/12	0-20	circulation	spring	mix-C	4	2012	10	3	8.38	1.96224	26.7	17.5	1.29	19.09	4.3	1.7	55.03448276	635	547.84	NA	6.343939	9.57862069	1.5	NA	3.4	2.6	0.5	1.2	NA	NA	NA	2.5333333	49.4	9.2666667	2.4666667	0.4	1.4	0.0666667	0.0666667	0	1.4	0	0	1.4	1.1333333	10.2	0	1.8666667	0	1.9333333	17.4
run4.138	ERS1884094	2/5/13	2.2	circulation	spring	mix-C	4	2013	2.2	2.2	8	NA	NA	NA	NA	36.39	NA	8.608	NA	891.96	NA	4.7	26.1816575	NA	NA	103.2	NA	3.86	NA	NA	NA	NA	13.37	7.3333333	21.1333333	12.6	3.3333333	0.8666667	0.2666667	0	1.4	1.2	2.6	0	0.3333333	0	0.0666667	0.1333333	0.0666667	1.6666667	0	0.6	2.8
run4.139	ERS1884095	2/5/13	4.4	circulation	spring	mix-C	4	2013	4.4	2.2	8	NA	NA	NA	NA	36.39	NA	8.608	NA	891.96	NA	4.7	26.1816575	NA	NA	103	NA	3.86	NA	NA	NA	NA	13.37	2.3333333	5.7333333	6.9333333	6.0666667	1.3333333	1.2666667	0.0666667	0.6666667	0.5333333	1.9333333	0	0.2	0.9333333	0	0.6666667	0.1333333	5.6666667	0.0666667	2.2	10
run4.143	ERS1884100	2/5/13	0-20	circulation	spring	mix-C	4	2013	10	2.2	8	NA	NA	NA	NA	36.39	NA	8.608	NA	891.96	NA	2.295	26.1816575	NA	NA	85.2	NA	3.86	NA	NA	NA	NA	11.944	5.2666667	23.2666667	13.0666667	3.7333333	1.4	1.2666667	0	0.3333333	0.1333333	5.5333333	0	0.0666667	0.9333333	0	7.3333333	0.1333333	7.3333333	0	0.8666667	16.8666667
S24a	SRA	2/9/08	0-20	circulation	autumn	mix-C	1	2008	10	3	7.96	1.80128	26.8	12.5	2	31	8	2	80.8276	698	114.4	16	8.39546	10.6897	1.7	95	4	17	0.1	1.9	0.072	0.038	NA	5.3333333	31.9333333	4.2	4.0666667	1.4666667	1.2	0.2	0.0666667	0.1333333	3.4666667	0	0	9.2	1.2	1.4	0.0666667	0.5333333	0	5.5333333	19.6666667
S49a	SRA	2/12/08	0-20	circulation	autumn	mix-C	1	2008	10	5.5	7.84	1.6808	26.4	15	0.78	27	19	110	20.3448	753	1332	2.3	0.784204	3.86207	0.5	88	1	26	1	109	0.048	0.041	NA	4.2666667	45.2	3.0666667	2.2	0.2666667	0.4666667	0	0	0	2.4	0	0	1.2666667	0.5333333	0.6666667	0	0.6666667	0	19	22.8666667
run4.6	ERS1884221	2/12/14	0-20	circulation	autumn	mix-C	4	2014	10	4.5	7.85	1.74252973	26.9	15	0.74	43.72	1.6207	160.19	10.72	734.71	2290.28	3.19	0.91683	1.693103448	0.3	82.09444444	1	35.24	NA	NA	0.047	0.045	11.05111111	2.8	26.6666667	7.8666667	4.3333333	1	0.1333333	0	0.2666667	0.3333333	2.4666667	0	0.0666667	0.4	0	13.1333333	0.2	6.9333333	0	2.6666667	24.2666667
run4.95	ERS1884249	20/9/11	0-18	circulation	autumn	mix-C	4	2011	9	3	8	1.85	28.2	17.5	1.73	67	79	19	33	713	1172	15.47894737	2.91	7	0.9	83.32105263	2.2	48	3.9	15.1	NA	NA	8.291052632	5	39.2666667	11.6666667	3.0666667	0.6666667	0.6	0	0.1333333	0.0666667	3.6666667	0	0.0666667	2.2666667	0.2	5.0666667	0.2	1.6666667	0	2.6	12.2666667
run4.48	ERS1884197	21/4/15	0-20	circulation	spring	mix-C	4	2015	10	4.5	8.53	1.834614634	26.6	17.5	0.9	14.76	4.2709	0.13	34.58	602.9	1083.75	NA	2.68614	5.523448276	0.9	NA	1.7	0.6	NA	NA	0.059	0.05	NA	6.2666667	26.5333333	29.1333333	2.7333333	0.9333333	0.1333333	0.0666667	1.5333333	0.4	1.6	0	0.1333333	0.0666667	0.0666667	0	0	0.7333333	0	0.6	1.5333333
run4.21	ERS1884168	21/10/14	0-20	circulation	autumn	mix-C	4	2014	10	3.6	7.91	1.769863529	26.7	17.5	0.98	47.59	1.6271	56.15	28.1062069	669.39	1738.46	3.07	1.595475	4.144827586	0.5	77.53888889	1.7	32.52	NA	NA	0.055	0.042	10.49388889	2.1333333	31.7333333	2.7333333	1.4	0.0666667	0.2	0	0.0666667	0.0666667	1.6	0	0	0.2666667	0.4666667	12.4	0	1.2	0	22.7333333	37.2666667
S8a	SRA	22/4/08	0-20	circulation	spring	mix-C	1	2008	10	4.12	NA	NA	NA	NA	1.13	40	NA	NA	NA	578	NA	5	3.88337	NA	0.8	91	0.2	1	NA	NA	NA	NA	NA	1.7333333	26	6.2	3.6666667	0.4666667	1.1333333	0.0666667	0.4666667	0.4666667	2.0666667	0	0	0.2	0.1333333	0.2	0.1333333	3.4666667	0	40.8	45
run4.70	ERS1884222	22/5/12	0-20	circulation	spring	mix-C	4	2012	10	3	8.13	1.939857034	27.6	20	0.89	16.6	5.334	1.089	39.37241379	612.02	142.976	1.76	2.0601	6.220689655	0.5	77.585	1.7	2.27	0.056	1.033	NA	NA	10.979	3.2	27.3333333	4.2666667	2.2666667	0.4666667	1.4	2.3333333	0	0.1333333	2.7333333	0	0.0666667	0.5333333	34.6	0.9333333	0	0.9333333	0	1	39.4
run4.20	ERS1884167	23/3/15	0-20	circulation	spring	mix-C	4	2015	10	2.15	7.89	1.8248832	27	20	2.1	34.59	1.8088	105.73	110.908	737.57	2522.42	NA	21.21534	27.266	1.7	NA	3.1	3.47	NA	NA	0.085	0.065	NA	2.3333333	25.5333333	3.9333333	2.9333333	0.4	0.2666667	0.5333333	0.2	0	3.6	0	0	6.6666667	1	1	0.0666667	1.7333333	0	1.1333333	13.6666667
run4.85	ERS1884238	24/4/12	0-20	circulation	spring	mix-C	4	2012	10	3.1	8.15	1.858181818	26.6	15	1.32	26.95	6.7	2.13	70.27586207	660.7	919.376	1.76	8.443824	13.04275862	1.5	78.095	3.4	2.91	0.699	1.431	NA	NA	11.069	5.1333333	35.4	12.8666667	5.8666667	0.8	8.2	0	0.2666667	1	6.3333333	0	0.0666667	0.9333333	0.0666667	0	0.2	0.3333333	0	4.4666667	6.0666667
S27a	SRA	24/9/08	0-20	circulation	autumn	mix-C	1	2008	10	3.6	7.98	1.70114	27.7	12.5	1.44	42	0.1	2	48.6897	614	377.6	12.8	2.23898	6.75862	0.9	92	2.4	14	0.1	1.9	0.055	0.032	NA	7.1333333	29.4666667	10.4666667	3.2	0.9333333	0.2	0	0.7333333	0.3333333	2.7333333	0	0.1333333	0.1333333	0	4.7333333	0.0666667	7.2666667	0	1.5333333	13.9333333
run4.111	ERS1884066	25/9/12	0-20	circulation	autumn	mix-C	4	2012	10	2.9	7.8	1.844353488	26.9	15	1.9	52.71	12.503	7.007	70.64827586	640	274.292	2.255	6.186238	10.28275862	1	68.35	2.6	36.46	1.325	NA	NA	NA	9.4225	5.2666667	35.4666667	15.1333333	5.1333333	1	1.8666667	0	0.2666667	0.8	5.5333333	0	0.2666667	1.4	0.2	0	0.0666667	6.8	0.0666667	0.3333333	8.9333333
run4.87	ERS1884240	25/10/11	0-20	circulation	autumn	mix-C	4	2011	10	5	7.84	1.91	27.6	15	0.83	60	9	98	24	719	1533.2	2.335	1.88	5	0.3	87.495	0.9	49	1.2	96.8	NA	NA	12.168	2.4666667	34.8666667	4.6	2.2666667	0.2666667	0.0666667	0.0666667	0.1333333	0.1333333	1.5333333	0	0	0.3333333	0.3333333	13.3333333	0	0.9333333	0.0666667	24.9333333	40.2
S22a	SRA	26/8/08	0-20	circulation	autumn	mix-C	1	2008	10	3.1	8.18	1.71307	27.2	10	2.5	35	5	0.2	73.3793	667	185.6	17	11.6007	20.6207	2.36364	96	5.45455	9	0.1	0.1	0.073	0.034	NA	3.8666667	22.9333333	7	3.5333333	0.7333333	0.4666667	0.5333333	0.0666667	0.0666667	4.8	0	0	1.4666667	1.8	8.4	0	3.2	0	4.8	20.5333333
run4.77	ERS1884229	27/3/12	0-20	circulation	spring	mix-C	4	2012	10	4.5	7.86	1.804358621	27.7	20	0.6	49.68	9.3	187.4	36.48275862	768	2287.076	1.695	3.892644	7.266551724	0.4	82.135	1	37	0.2	187.2	NA	NA	11.6665	12.6	22.8	14.0666667	3.5333333	1.2666667	0.7333333	0.1333333	0.3333333	0.5333333	8.2	0	0.0666667	4.3333333	0.8666667	0.8666667	0.0666667	2.1333333	0	0.3333333	9.4
run4.83	ERS1884236	27/11/12	0-20	circulation	autumn	mix-C	4	2012	10	3.9	7.97	1.787465587	27.2	20	0.75	44.63	8.291	110.829	19.76365517	708.725	1277.368	2.3	1.826992	3.268965517	0.3	77.47368421	1.4	38.63	NA	NA	NA	NA	10.72263158	3.4	46.4	2.2	1.4	0.4666667	1	0	0	0	1.9333333	0	0	1.6666667	0.4	2.1333333	0	0.8666667	0	23.2	29.2
S9a	SRA	28/5/08	0-20	circulation	spring	mix-C	1	2008	10	5.1	8.12	1.78731	27.7	15	0.8	19	10	9	32.9655	606	260	11.2	1.3817	4.27586	0.4	83	1.2	0.1	0.1	8.9	0.048	0.039	NA	4.9333333	6.0666667	4.9333333	7.1333333	0.8	6.6666667	0.0666667	0.3333333	0.4	3.2	0	0	0.5333333	0.0666667	0	0.6	13.6666667	0	20.3333333	36.7333333
run4.133	ERS1884090	29/4/13	0-20	circulation	spring	mix-C	4	2013	10	3.1	8.03	1.740696774	26.7	30	1.35	59.6	5.143	40.02	114.4771724	736.37	1024.448	2.295	23.15587	25	2.2	84.93	4.4	2.64	NA	NA	0.087	0.063	11.9005	2.7333333	27.5333333	13.2666667	6.4666667	1.3333333	3.8	0.3333333	0.4	0.4	6.7333333	0	0	0.3333333	0	0	0.0666667	0.1333333	0.2666667	15.2666667	16.0666667
run4.134	ERS1884091	29/4/13	0	circulation	spring	mix-C	4	2013	0	3.1	8.03	1.740696774	26.7	30	1.35	59.6	5.143	40.02	114.4771724	736.37	1024.448	4.2	23.15587	25	2.2	100.8	4.4	2.64	NA	NA	0.087	0.063	13.15	6.4	30.2	2.4	2.6666667	0.5333333	0.7333333	0	0	0.1333333	3.9333333	0	0	1.2	0.9333333	8.8666667	0	2.1333333	0	19.8	34.0666667
run4.135	ERS1884092	29/4/13	3.1	circulation	spring	mix-C	4	2013	3.1	3.1	8.03	1.740696774	26.7	30	1.35	59.6	5.143	40.02	114.4771724	736.37	1024.448	3.9	23.15587	25	2.2	101.1	4.4	2.64	NA	NA	0.087	0.063	13.29	7.1333333	25.6	5.9333333	2.2666667	0.4666667	1.5333333	0.6	0.3333333	0.3333333	5.2	0	0.0666667	5.8666667	1.2666667	0.2	0	7.8666667	0	1.0666667	19.6666667
run4.136	ERS1884093	29/4/13	7.75	circulation	spring	mix-C	4	2013	7.75	3.1	8.03	1.740696774	26.7	30	1.35	59.6	5.143	40.02	114.4771724	736.37	1024.448	3.8	23.15587	25	2.2	99.8	4.4	2.64	NA	NA	0.087	0.063	13.15	7.5333333	32.7333333	12	4	0.7333333	0.9333333	0	0.3333333	0.8	3.3333333	0	0	5.0666667	0.6	0	0.0666667	2.8666667	0	0.8666667	9.7333333
S48a	SRA	29/10/08	0-20	circulation	autumn	mix-C	1	2008	10	5.5	7.86	1.5761	26.7	10	2.3	36	30	86	34.8276	991	1120	2.8	0.995749	4.2069	1.5	85	2.9	27	0.1	85.9	0.056	0.036	NA	4.7333333	43.8666667	2.6666667	1.4666667	0.4666667	0.8	0	0.0666667	0.0666667	1.6	0	0	1.5333333	0.2666667	7.3333333	0	1.4	0	21.8666667	33.2
run4.105	ERS1884060	29/11/11	0-20	circulation	autumn	mix-C	4	2011	10	4.5	7.92	1.93	27.3	12.5	1.07	60	35	138	24	707	1960	2.115	1.43	4	0.8	86.765	1.8	47	0.7	137.3	NA	NA	12.15	1.9333333	7.9333333	10.9333333	6.3333333	1.2666667	1	0	0.9333333	0.6666667	1.6666667	0	0.6	1.1333333	0.1333333	0	0.0666667	13.2666667	0.0666667	2	17.6
run4.99	ERS1884253	3/4/12	0-20	circulation	spring	mix-C	4	2012	10	3.5	7.64	1.770442105	27.7	12.5	1.15	48	10.8	146.4	21.93103448	737	2114.544	1.64	6.4728125	11.06206897	0.9	80.055	2	29.8	0.4	146	NA	NA	11.405	5.2	15.7333333	10.7333333	4.2	1.7333333	0.2666667	0	0.6	0.2666667	2	0	0.4	0.2666667	0	0.4666667	0	4.8	0	9.8	15.9333333
run4.112	ERS1884067	3/10/12	0-20	circulation	autumn	mix-C	4	2012	10	3.5	8.21	1.718891339	27	17.5	1.42	50.26	26.078	16.739	44.78696552	749.9405	509.816	2.255	3.238224	5.447448276	1.1	70.275	2.2	36.41	2.554	14.185	NA	NA	9.682	5.2	17.4666667	4.0666667	3.5333333	0.5333333	1.3333333	0.0666667	0.2	0.1333333	9.4666667	0	0	2.9333333	12.5333333	0.5333333	0.1333333	5.6666667	0	0.2666667	23.1333333
run4.10	ERS1884054	30/9/14	0-20	circulation	autumn	mix-C	4	2014	10	3.5	7.88	1.749127869	27.3	15	1.3	48.13	29.4302	44	49.41931035	797.7	1512.48	3.115	2.88486	5.668965517	0.9	70.12777778	2.2	33.62	NA	NA	0.065	0.047	9.498888889	0.6666667	57.1333333	7.0666667	4	0.4	1.7333333	0.4	0.2666667	0.4666667	1.8	0	0	0.0666667	0	0	0	1.9333333	0	15.4666667	17.5333333
run4.71	ERS1884223	30/10/12	0-20	circulation	autumn	mix-C	4	2012	10	3.5	7.81	1.750625882	27.3	15	1.28	49.74	5.812	79.7	36.48462069	651.586	1112	2.255	2.1397215	4.544827586	1.1	73.65	2.4	37.74	NA	NA	NA	NA	10.201	11.8666667	33.5333333	8.6666667	4.2	1	0.4666667	0	0.2	0.9333333	5	0	0	3.4	0.6	0	0	2.6666667	0	0.2666667	7.4
run4.29	ERS1884176	31/3/15	0-20	circulation	spring	mix-C	4	2015	10	1.75	8.33	1.7463936	27	22.5	3.1	36.92	8.1829	8.74	180.367	785.49	1951.36	NA	29.01456	27.10482759	3.4	NA	7	0.83	NA	NA	0.124	0.049	NA	9.0666667	38.4666667	11.6666667	2.9333333	0.4	1.1333333	0	0.6	0.2	3.0666667	0	0	0.6666667	0	1.9333333	0.2666667	3.4	0	0.2	6.6666667
run4.72	ERS1884224	4/6/12	0-20	circulation	spring	mix-C	4	2012	10	3.8	7.97	1.821018182	27.1	15	1.16	15.2	6.2	4.2	41.37931034	607	344.812	12.3047619	1.917585	5.310344828	0.8	91.98571429	1.8	3.78	0.449	3.751	NA	NA	9.753333333	3.6666667	20.6	10.6	3.8666667	0.5333333	0.7333333	0	0.7333333	0.2	2.2666667	0	0.4666667	1.5333333	0	1.8	0.0666667	3.2	0	1.4	8.2
run4.57	ERS1884207	4/10/11	0-20	circulation	autumn	mix-C	4	2011	10	3.3	7.7	1.85	27.3	15	1.34	65	35	58	40	710	1264	2.595	3.15	1	0.8	87.885	1.8	51	20	38	NA	NA	12.1215	2.2	39.5333333	7.8	6.1333333	1.6	3.8666667	1.1333333	0.2666667	0.7333333	6.6	0	0	0.2	0	0	0.1333333	0.9333333	0	13.1333333	14.4666667
run4.73	ERS1884225	5/9/12	0-20	circulation	autumn	mix-C	4	2012	10	2.5	7.91	2.029903448	26.8	15	2.4	56.13	43.088	25.933	81.72413793	716	776.2	3.725	7.041345	12.56710345	1.5	33.45	4.4	35.69	4.293	21.64	NA	NA	4.3	7.1333333	20.2666667	3.4666667	2.8666667	0.3333333	8.4	0	0.2	0.8	3.2666667	0	0.0666667	11.7333333	0.5333333	0.2666667	0.1333333	13.1333333	0.1333333	0.2666667	26.7333333
run4.140	ERS1884097	6/5/13	0	circulation	spring	mix-C	4	2013	0	2.1	8.29	1.780258065	25.9	35	3.6	41.8	4.902	-0.407	163.2413793	730.939	318.52	6.8	30.620386	25.32517241	4.1	115	8.6	4.68	NA	NA	0.132	0.082	14.18	2.0666667	23.9333333	12.8666667	7.4	0.8666667	17.2	0	0.1333333	1.1333333	7.1333333	0	0.0666667	0.7333333	0	0	0	0.2	0	3.3333333	4.4
run4.141	ERS1884098	6/5/13	2.1	circulation	spring	mix-C	4	2013	2.1	2.1	8.29	1.780258065	25.9	35	3.6	41.8	4.902	-0.407	163.2413793	730.939	318.52	6.4	30.620386	25.32517241	4.1	115.9	8.6	4.68	NA	NA	0.132	0.082	14.46	15.2666667	22.2	4.8	2.7333333	0.4666667	0.7333333	0	0.0666667	0.4	11.5333333	0	0.0666667	3.7333333	2.6	0.4666667	0.1333333	3.2666667	0	0.2	11.3333333
